public_identifier;num_accomplishment_organisations;starts_at;ends_at;org_name;title;description
alyssa-c-p-207b03a3;1;;null;Toastmaster's International;-;null
shannon-sinclair-7484432a;1;01-01-2010;null;BWRSL;Yes;null
jay-nadler-3388b02a;1;01-10-2015;null;Kids Cancer Care Foundation;Volunteer;null
jay-nadler-3388b02a;2;01-05-2004;null;Advocis;Member;null
john-dienye;1;;null;CIPS;-;null
john-dienye;2;;null;ISACA;-;null
john-dienye;3;;null;Project Management Institute;-;null
anastasiya-hrynyak-abaaa979;1;01-01-2016;null;Euromaidan;-;null
abdul-faruqi-00073347;1;01-11-2014;null;Project Management Institute (PMI);-;null
stewchurlish;1;;null;CGA Association of BC;-;null
don-maisonneuve-8bb06230;1;;null;SASTT;-;null
sunchong0425;1;;null;AITP;-;null
farukh-ali;1;01-05-2012;null;University of Guelph;Student, GTA, GRA;null
farukh-ali;2;01-05-2012;null;University of Waterloo;Student;null
farukh-ali;3;;null;Canadian Society for Chemistry;Member;null
farukh-ali;4;;null;Government College University Lahore;Student BSc;null
farukh-ali;5;;null;IEEE Advancing Technology for Humanity;Member;null
farukh-ali;6;;null;International Center for Chemical and Biological Sciences (ICCBS);Computer Modeling Project;null
farukh-ali;7;;null;Majorel Canada;Customer Representative;null
farukh-ali;8;;null;Prime Agro Chemicals Pvt. Ltd;Co-founder;null
farukh-ali;9;;null;Quaid-i-Azam University Islamabad;MSc and MPhil Student, and Research Associate;null
farukh-ali;10;;null;SMAA Corporation;Administrative Assistant;null
paulinezvejnieks;1;01-01-1998;null;Institute for Performance and Learning (formerly CSTD);-;null
janet-s-oconnell;1;01-01-2001;null;Canadian Society of Association Executives (CSAE);-;null
janet-s-oconnell;2;01-01-2012;31-12-2013;Share the Road Cycling Coalition;Director;null
janet-s-oconnell;3;01-01-2006;31-12-2008;International Mountain Bike Association;Director;null
janet-s-oconnell;4;01-01-1992;31-12-2006;Canadian Association of Exhibition Managers (CAEM);Director;null
scott-b-hean-icd-d-67884212;1;01-01-2006;null;Institute of Corporate Directors;-;null
jablouin;1;01-09-2014;null;Soci\u00e9t\u00e9 historique du Nouvel-Ontario;Conseil d'administration;null
melissa-daigle-b5167b107;1;01-10-2015;null;Chambre des commerces de la MRC L'Assomption;-;null
lynette-tink-pmp-csm-cda-cspo-15aa4832;1;;null;PMI;-;null
halbert-hale-8448b6aa;1;;null;http://allconfessionsonline.com/;-;null
halbert-hale-8448b6aa;2;;null;http://allthesisonline.com/;-;null
halbert-hale-8448b6aa;3;;null;http://researchpedia.info/;-;null
kevinpost1;1;;null;Gamma Iota Sigma;Alumni Member;International Risk Management, Insurance and Actuarial Science Collegiate Fraternity
kevinpost1;2;;null;Insurance Institute of Ontario (IIO), Southwestern Ontario Chapter;Member, Board of Directors- Past;null
kevinpost1;3;;null;London Insurance Brokers Association (LIBA);Vice President- Past;null
abdul-dhalla-cpa-05b2865b;1;;null;CGA;-;null
pulkitmehta1989;1;01-07-2017;null;Association of Professional Engineers & Geoscientists of British Columbia;EIT;null
monakiwan;1;;null;The Advocates' Society;-;null
monakiwan;2;;null;The Canadian Bar Association;-;null
monakiwan;3;;null;The Young Bar of Montreal;-;null
kelly-stevens-07b82882;1;01-09-2013;30-04-2014;Kappa Pi Chi Female Fraternity;Vp of Finance and Fundraising;null
allison-jussila-a53b4310a;1;01-09-2013;null;Phi Delta Epsilon;Canada Beta President;null
nikki-triolaire-4b780b94;1;01-05-2016;null;Human Resources Advisory Committee;-;null
scott-baillie-cfp-fma-cim-86002a27;1;01-10-2001;null;Financial Planners Standands Council;-;null
mario-vitali-5463448b;1;01-05-2014;null;Northern Mushrooms;Owner;null
kevinramberran;1;01-04-2015;null;ACTRA;-;null
daniel-mokwe-4243a83b;1;01-02-2007;null;Independent Assemblies of God of Canada, North America Association of pastoral Counselors;-;null
laura-robinson-muise-6895682;1;;null;DRI Canada;-;null
mohammedmujtabaali624116;1;01-01-2017;null;Ontario Pharmacists Association;-;null
mohammedmujtabaali624116;2;01-11-2016;null;Onatrio College Of Pharmacists;-;null
mohammedmujtabaali624116;3;01-02-2013;null;Canadian Association Of Pharmacy Technicians;-;null
mohammedmujtabaali624116;4;;null;Canadian Pharmacists Association;-;null
margo-salmon-88989860;1;;null;College of Registered Nurses of Nova Scotia;-;null
chad-chapple-775092a9;1;01-01-2015;null;Canadian Council for Aboriginal Business (ccab);-;null
don-bender-p-eng-7703991b;1;01-01-2004;null;Apega;-;null
max-cooney-246425173;1;01-09-2018;null;Enactus Windsor;Youthrive Mentor, Presentations Team;null
max-cooney-246425173;2;01-09-2018;null;Outstanding Scholars;Member;Research Candidate for being top of my class
max-cooney-246425173;3;01-08-2018;null;University of Windsor Soccer;Player;null
max-cooney-246425173;4;01-09-2018;30-04-2019;Odette Finance Association;Member;null
kenexner;1;01-03-2018;31-10-2019;Government House Historical Society;Board of Directors;null
kenexner;2;01-05-2009;31-08-2016;South Saskatchewan First Responder Coordinators Committee;Committee Member;null
peter-land-4ba06b1a;1;;null;PMI;-;null
mayola-fernandes-7b5114135;1;;null;Manzil Center for Challenged Individuals;-;null
aisha-ahmed-hr;1;;null;CHRP;-;null
aschmi;1;01-01-2015;null;GIAC Advisory board;Member;null
aschmi;2;01-12-2008;null;IEEE;-;null
elicia-di-gironimo-73283165;1;01-04-2012;null;HALCO;General Member;HALCO provides legal services to people living with HIV/AIDS in Ontario. The various legal services include summary legal advice, brief legal services, referrals and legal representation.Areas of practice include the following:\u25a0Income Security (including Ontario Disability Support Program, Ontario Works, Canada Pension    Plan, Old Age Security)\u25a0Housing (tenants, Co-op members, etc.)\u25a0Human Rights (federal and provincial)\u25a0Employment Standards\u25a0Immigration\u25a0Private Insurance Matters\u25a0Substitute Decision Making and Powers of Attorney\u25a0Regulated Health Professions Complaints\u25a0HIV-related Prison Matters\u25a0Criminal Injuries Compensation Board applications for victims of crime\u25a0Other Administrative Law Matters
jennahibbitt;1;01-01-2013;null;Toastmasters International;Executive member - Sergeant at Arms;Toastmasters International is a nonprofit educational organization that operates clubs worldwide for the purpose of helping members improve their communication, public speaking and leadership skills. Through its thousands of member clubs, Toastmasters International offers a program of communication and leadership projects designed to help people learn the arts of speaking, listening, and thinking. As a member of the Executive board my role as Sergeant at Arms is to arrive early and set up the room for the evening. At the beginning of every meeting I am the first speaker to introduce the Chairperson and call the meeting to order.
brittany-bishop-19815a60;1;01-01-2016;null;WPIC;Wedding Planning Certificate;null
ghislain-paill%%C3%%A9-83233433;1;01-09-2009;null;Ordre des Ing\u00e9nieurs du Qu\u00e9bec;-;null
deann-turner-040075b6;1;01-07-2014;null;Chamber of Commerce Grande Prairie;-;null
jishnusundar;1;01-01-2016;null;Royal Bank of Canada;-;null
ry-smith-0a44314;1;01-07-1990;null;Professional Engineers Ontario;-;null
sunayan-paul-7b648755;1;01-03-2005;null;Quantum Foundation;Life Time Blood Donor;null
cameronwathey;1;01-09-2015;null;Student Association of George Brown College;-;null
cameronwathey;2;01-05-2013;null;University of Toronto Students' Union;Vice-President Internal & Services;null
cwawrinchuk;1;01-04-2012;null;Klohn Crippen Berger;Associate;null
don-mann-45979424;1;01-11-2014;null;Richmond BC Chamber of Commerce;-;null
lynette-twigge-19933965;1;01-03-2015;null;Lighthouse Community Club;President;null
shawn-bunnin-7226a498;1;01-01-2013;null;Alberta Bicycle Association;President;The ABA is the governing body for cycling in the Province. Our mission is to advocate, develop, and facilitate competitive and recreational cycling for all Albertans. Racing and junior athlete development are a major focus.
elmer-juco-p-eng-4b494830;1;01-02-2017;null;Amercan Conference in Industrial Hygienist;Voting Member;null
elmer-juco-p-eng-4b494830;2;;null;Association of Professional Engineers & Geoscientist of Alberta;Member;null
jaime-eduardo-silva-mora-869474165;1;01-03-2017;31-07-2017;Las Americas Coop Residential Condominium;Treasurer,  Board Of Directors;Treasurer
kevinplg;1;;null;APEGA;-;null
gregsylvestre;1;01-11-2016;null;Alberta Alpine Ski Association;Board Member;Alberta Alpine is the provincial governing body for alpine and ski cross racing.
gregsylvestre;2;01-01-2010;31-10-2017;Hearts for Healthcare;Chair of the Board;Hearts for Healthcare is a registered charity supporting regional healthcare through initiatives such as funding medical equipment and offering financial aid for physician recruitment.
braeden-martel-499a7b117;1;01-02-2016;null;ontario architects council;-;null
kayla-bose-703a87107;1;01-10-2015;null;UNICEF;-;null
kayla-bose-703a87107;2;01-09-2015;null;Free the Children;-;null
kayla-bose-703a87107;3;01-05-2017;31-08-2017;Health Bridge Foundation of Canada;Research Intern;null
rajiv-chopra-20b41b18;1;01-12-2018;null;OACETT;C.TECH;null
rajiv-chopra-20b41b18;2;;null;Professional Engineer Ontario;EIT;null
ian-lesurf-71780683;1;;null;Kar products;area manager;null
ian-lesurf-71780683;2;;null;The Fastener Centre;Area Manager;null
fcondemi;1;01-08-2016;null;International Society for Magnetic Resonance in Medicine (ISMRM);-;null
fcondemi;2;01-01-2015;null;Biomedical Engineering Society (BMES);-;null
fcondemi;3;01-01-2014;null;ASAIOfyi \u2013 for young innovators;-;null
fcondemi;4;01-01-2013;null;Association of Engineers of the Province of Catanzaro;-;null
norbert-onyenuma;1;;null;Association of Chartered Certified Accountants;Member;null
oaskoura;1;01-11-2015;null;IEEE;Member;null
oaskoura;2;01-05-2013;31-05-2014;Engineering Society York University;Communications Advisor;null
oaskoura;3;01-04-2012;31-05-2013;Engineering Society York University;VP Communications;null
oaskoura;4;01-11-2012;31-03-2013;TEDxYorkU;Design Assistant;null
oaskoura;5;;null;ACM CIGCHI;-;null
jaime-dubyna-39474b90;1;01-07-2015;null;Planning Institute of British Columbia (PIBC);Candidate Member;null
jaime-dubyna-39474b90;2;01-09-2014;null;Canadian Institute of Planners (CIP);Candidate Member;null
cameryncurley;1;01-07-2020;null;Queen's Women in Financial Markets;Member;null
cameryncurley;2;01-01-2018;30-04-2018;Queen's Women in Leadership;Member;null
anum-khan-b73b37100;1;;null;World Islamic Mission Canada;-;null
kevinpeyre;1;01-06-2014;null;University of Alberta Field Lacrosse Club;Treasurer;null
nicole-s-38481887;1;01-10-2014;null;Human Resources Professionals Association;-;null
lynettethomasw;1;01-09-2016;null;Hong Kong Education Bureau;-;null
lynettethomasw;2;;null;Ontario College of Teachers;-;null
lynettethomasw;3;;null;Queensland College of Teachers;-;null
allison-kabayama-1623ba69;1;01-06-2000;null;OPSSU;-;null
jennalalani;1;01-07-2018;null;BNI Summit;-;null
jishnu-kher-46017211b;1;01-10-2013;null;Aerospace Club;Member;This is a club that I am very passionate about as I have been a part of this club since its founding. I am incredibly proud to see it at the current standing.
janet-russell-chrl-ccp-5175593b;1;;null;Human Resources Professional Association (HRPA);-;null
mel-tsuji-1a894043;1;01-01-1970;31-12-1977;Tokyo Correspondent for CBC National Radio, Globe and Mail, Maclean's Magazine, Vancouver Sun, Montreal Gazette, Ottawa Journal, Winnipeg Free Press and Edmonton Journal;Foreign Correspondent;null
asbjkjl;1;01-01-2013;null;Superstition Toastmasters #73;-;This Toastmaster club is one of the oldest, continuous clubs in Toastmasters International. It has given 60 years of service to the residents of Mesa, Arizona and the surrounding area by helping hundreds of men and women gain added personal power through their speaking and leadership skills.
denise-murphy-15874348;1;01-01-2016;null;100 Women Who Care;Member;null
sean-sabourin-13b929b;1;01-09-2012;null;Redeemer University College;Mens Basketball Assistant Coach;null
sean-sabourin-13b929b;2;01-08-2011;null;Flamborough Rotary AM Club;Club President;null
marianne-houle-232630119;1;;null;Alberta Registered Dental Assistants;-;null
pulkitgargbrock;1;01-10-2020;null;PMI;Member;null
pulkitgargbrock;2;01-10-2020;null;Scrum Alliance;Member;null
pulkitgargbrock;3;01-09-2019;30-04-2020;Graduate Student Association at Brock University;Board of Directors;Represented 100+ graduate students from the Faculty of Social Sciences and actively led the resolution of multiple student conflicts and concerns through the monthly board meetings and other events.
aviv-shoham-0b9135ba;1;01-12-1983;null;American Marketing Association, Academy of Marketing Science, Academy of International Business American Advertising Association, Academy of Management;member;null
ilandray;1;01-02-2019;null;La French Tech;Board of Directors;A bridge between the Startup Nation and the French Tech Scene
yossimol;1;;null;Hapoel Jerusalem - Basketball club;Former Member of the BOD;null
yossimol;2;;null;Hapoel Petah Tikva Football Club;Former Co-Owner and Chairman;null
