public_identifier;num_accomplishment_honors_awards;title;issuer;issued_on;description
ryahrondolo;3;;UBC;01-11-2019;"Award offered for a high academic standing in the \""Legal Concepts for Professional Planning\"" course in the School of Community and Regional Planning"
ryahrondolo;4;2019;Social Sciences and Humanities Research Council of Canada (SSHRC);01-04-2019;Awarded $17,500 for demonstrating high-calibre scholarly achievement and exceptional research potential.
ryahrondolo;5;;Faculty Women's Club;01-01-2019;Scholarships are awarded to female students who have obtained a bachelor's degree from UBC and are continuing their studies at the graduate level.
ryahrondolo;6;;UBC;01-05-2017;Bruce MacDonald Horticulture Travel Scholarships are awarded to students pursuing an international internship or work placement designed to give students practical, hands-on experience in horticulture.
ryahrondolo;7;;UBC;01-05-2017;Awards are offered to undergraduate students in Land and Food Systems and are made on the recommendation of the Faculty.
ryahrondolo;8;;UBC;01-05-2017;Awards are made on the recommendation of the Faculty of Land and Food Systems (LFS), for students in Land and Food Systems.
ryahrondolo;9;2016-2017;UBC;01-01-2017;Travel grants are provided to assist Global Resource Systems students in support of their studies, research and training.
ryahrondolo;10;;UBC;01-01-2017;2015 - 2017 Recognition of high academic achievement
ryahrondolo;11;;UBC;01-08-2016;Trek Excellence Scholarships are offered every year to students in the top 5%% of their undergraduate year, faculty, and school.
ryahrondolo;12;2015-2016;UBC;01-12-2015;Travel grants are provided to assist Global Resource Systems students in support of their studies, research and training.
ryahrondolo;13;;Governor General of Canada;01-05-2015;The Bronze Medal is awarded for academic excellence to the student who achieves the highest average upon graduating from a secondary school.
ryahrondolo;14;2019;UBC;01-10-2014;Designation awarded to first-year students with outstanding academic achievements (based on GPA at the point of admission)
ryahrondolo;15;;Government of BC;01-09-2014;Awarded to the top 5,000 Grade 12 students in BC based on their percentage score on all five provincial exams.
ryahrondolo;16;;Government of BC;01-06-2014;There are 5,500 District/Authority Awards distributed across school districts that reward graduating B.C. students for excellence in their chosen non-academic field(s).
ryahrondolo;17;;EBUS Academy;01-06-2014;Two scholarships are awarded to the top two graduating EBUS students based on their GPA.
ryahrondolo;18;;EBUS Academy;01-06-2014;One scholarship is awarded to a graduating EBUS student who has demonstrated strong commitment and superior achievement in community service.
ryahrondolo;19;10-11-12;Government of BC;01-06-2014;Awarded to students for achievement in academic and non-academic areas.
nataliepeirce;1;;The Marketing Store;01-12-2014;The Marketing Store's description of the Delivery Award:The delivery award is for an individual who identifies the needs of others and meets them. Award winners excel at delivery, set high personal standards, and drive high quality work. Delivery is about exceeding client's expectations and helping others to shine. This means treating peers, clients and suppliers as valued collaborators rather than competitors.
christopher-misch-31231334;1;2015;RBC Royal Bank;01-12-2014;Selected to 2015 GTR Advisory Council. Hand selected by regional Regional Vice President to represent peers with respect to role proficiency, tool usage, and product knowledge.
christopher-misch-31231334;2;2010;RBC Royal Bank;01-01-2010;Selected to represent RBC as a 2010 Vancouver Olympics Torchbearer. A true honour.
margo-saleh-63888a17a;1;2019-2016;INJAZ;01-11-2016;Ranked first nationally and third regionallyGenerated and developed an innovative productAdvertised via E-commerceManaged, prepared and executed presentations and pitches in front of a jury
margo-saleh-63888a17a;2;;-;null;2017-2020
jaspreet-duggal;1;;-;01-07-2017;null
jaspreet-duggal;2;;-;01-06-2013;null
alisa-khliestkova;1;;Fanshawe College;01-04-2017;GPA 4.0
alisa-khliestkova;2;;-;01-02-2017;null
alisa-khliestkova;3;;Fanshawe College;01-01-2017;null
maynukasarwar;1;;Ted Rogers Student's Society;01-04-2016;"Competed in a case competition working to bring more awareness for women after fighting breast cancer with an organization named \""After Breast Cancer.\"
maynukasarwar;2;;-;01-06-2015;Attaining an average of 80%% or greater in top six Ontario Academic Grade 12 courses.
maynukasarwar;3;;-;01-06-2015;Awarded to the top two senior students in the vocal program.
gurjitbains;1;2013;Skills Canada;01-06-2007;13th Canadian Skills Competition
gurjitbains;2;2013;Skills Canada;01-04-2007;Ontario Technological Skills Competition
gurjitbains;3;;Sandvine Inc.;01-11-2006;null
ry4nsmith;1;;Town of Cobourg;01-04-2018;Recipient of Distinguished Athletics Civic Award for volunteer work with West Northumberland Girls Hockey Association
nicolas-dufresne-b806568b;1;00-09;Comp\u00e9tition Canadienne d'ing\u00e9nierie;01-03-2016;La C.C.I est une comp\u00e9tition regroupant les meilleurs \u00e9tudiants d'ing\u00e9nierie au pays dans diverses comp\u00e9titions o\u00f9 ils avaient pr\u00e9alablement eu \u00e0 comp\u00e9titioner dans leur province respective pour se qualifier pour la comp\u00e9tition nationale.
nicolas-dufresne-b806568b;2;01-00-08-00-09-00-09-00-09-2015;Jeux de G\u00e9nie du Qu\u00e9bec;01-01-2015;Lors des jeux de g\u00e9nie, plusieurs comp\u00e9titions acad\u00e9miques ont lieu. Ayant une d\u00e9l\u00e9gation d\u00e9pourvue d'\u00e9tudiants en g\u00e9nie chimique, moi et 7 autres \u00e9tudiants en g\u00e9nie m\u00e9canique \u00e9tions inscrit \u00e0 la comp\u00e9tition de g\u00e9nie chimique qui comportait un volet th\u00e9orique et pratique. Nous avons gagn\u00e9 la dite comp\u00e9tition.
ricardo-ferro-69909632;1;00-09;ACIA-CFIA;01-10-2007;Prix national du pr\u00e9sident 2007 (prix pour l\u2019innovation \u2013 Projet - Syst\u00e8me de la V\u00e9rication de la conformit\u00e9 (SVC.)President's National 2007 award (awarded for innovation - Compliance Verification System (CVS) project
ricardo-ferro-69909632;2;00-09;ACIA/CFIA;01-11-2003;Prix  de m\u00e9rite sp\u00e9cial en sant\u00e9 et s\u00e9curit\u00e9 - accomplissement individuel) novembre 2000Special Merit Award - Occupational Health & Safety - individual accomplishment november 2000
jisoo-chun-13920164;1;;-;01-02-2015;null
jisoo-chun-13920164;2;02;Korean Business Association;01-01-2014;null
jisoo-chun-13920164;3;03;-;01-09-2012;null
shannon-sinclair-7484432a;1;;Apple Canada Education Sales;01-10-2014;First Inside Sales Executive to win the outside sales award
shannon-sinclair-7484432a;2;2010;Apple Canada;01-10-2010;Going above and beyond for Outstanding Programs and Prospecting for Canada
shannon-sinclair-7484432a;3;2009;Apple Education;01-10-2009;Going Above and Beyond Single largest deal across Canada
braeden-maclaren-9136928b;1;;Queen's University (Smith School of Business);01-09-2016;The J. Paul Kinnear Entrance Scholarship is awarded on the basis of academic excellence to students entering the first year Commerce program in the Smith School of Business at Queen's University.
braeden-maclaren-9136928b;2;;Queen's University;01-09-2016;The Principal's Scholarship is awarded on the basis of academic excellence to students entering the first year of an undergraduate degree program at Queen's University.
braeden-maclaren-9136928b;3;;Governor General of Canada;01-06-2016;Recipient of the Governor General's Academic Medal, which is awarded to the student from each secondary school in Canada who graduates with the highest overall academic average.
nataliepayer;1;2019;University of Illinois at Chicago;01-03-2016;null
nataliepayer;2;;University of Miami Omicron Delta Kappa Chapter;01-04-2012;null
nataliepayer;3;;University of Miami Golden Key;01-12-2010;null
nataliepayer;4;;Phi Beta Lambda, National Competition;01-06-2010;null
nataliepayer;5;;Phi Beta Lambda, National Competition;01-06-2010;null
nataliepayer;6;;Miami Dade College School of Business Administration;01-04-2010;null
nataliepayer;7;;Phi Beta Lambda, National Competition;01-07-2009;null
nataliepayer;8;;Off the Wall Group, Inc.;01-12-2003;null
dntrng;1;;University of Manitoba;01-04-2021;null
dntrng;2;;University of Manitoba;01-12-2020;null
dntrng;3;;University of Manitoba;01-04-2020;null
dntrng;4;;Ho Chi Minh University of Technology - OISP;null;null
allan-black-56861748;1;;Cisco;01-09-2000;Global Win of the Year -  Alberta Supernet
allan-black-56861748;2;;Digital Equipment;01-08-1994;Decathalon Winner - Top 5%% of Sales Reps
allan-black-56861748;3;;Digital Equipment;01-08-1993;Decathalon winner -  Top 5%% of Sales Reps
allan-black-56861748;4;;IBM;01-02-1985;Golden Circle Award - Top Global Business Achievers
allan-black-56861748;5;;IBM;01-01-1982;New Business Sales Rep of the Year
joan-b-b03404b0;1;;Canada Post;01-12-2008;Canada Post awarded 16 Aboriginal learners across Canada this award for their academic achievement and personal commitment to family and community.
joan-b-b03404b0;2;;Graduate Student Services;01-12-2008;An award granted to graduate students at the university.
anastasiya-hrynyak-abaaa979;1;;Toronto Grand Prix Pro-Am;01-01-2015;Winner of all 8 dances
anastasiya-hrynyak-abaaa979;2;;Versailles;01-08-2011;null
annaracovali;1;;-;01-04-2016;Graduated with highest average from the BA Honour Geographic Information Sciences Program.
annaracovali;2;;-;null;null
annaracovali;3;;-;null;null
ghyslain-lamadeleine-5bb044b2;1;;Transport Bourassa;null;Nomination \u00e0 titre de meilleur chauffeur de l'ann\u00e9e. 2009-2010-2011
ghyslain-lamadeleine-5bb044b2;2;;Transport Bourassa;null;Nomination \u00e0 titre de chauffeur recrue de l'ann\u00e9e. 2008
scott-lester-he-him-7ba32743;1;;Ramona Lumpkin;01-05-2016;Special awards donated by the University President are given to members of the spring and fall graduating classes whose energy, generosity and commitment have enriched the University during their time as students, and who show promise that their commitment will continue as alumnae.
scott-lester-he-him-7ba32743;2;;Mount Saint Vincent University;01-02-2016;Nominated by Harbinger Communications. The selection criteria included academic achievement, community involvement, contribution to the employer, and the impact co-op has had on their personal and professional development.
scott-lester-he-him-7ba32743;3;;Mount Saint Vincent University;01-02-2015;Awarded to a student who has a demonstrated exceptional community involvement.
scott-lester-he-him-7ba32743;4;;Mount Saint Vincent University;01-08-2014;Awarded to a student who has a strong academic record and shows leadership qualities in communications.
jennajessop;1;;-;01-12-2015;Over achieved Targets & Top Contributor.
jennajessop;2;;IBM;null;Trip to Paris for IBM Top Achiever, Dedication, & Teaming
stewartmcdonough;1;40-40;Avenue Magazine;01-11-2012;Avenue Calgary\u2018s Top 40 Under 40 celebrates Calgarians under the age of 40 who excel in their respective fields, give back to their community and raise the profile of the city. http://www.avenuecalgary.com/top-40-under-40/stewart-mcdonough
max-cui-9889641b7;1;;College Board;01-07-2021;5
max-cui-9889641b7;2;;John Hopkins University Center for Talented Youth;01-01-2020;null
max-cui-9889641b7;3;;Crescendo International Competition committee;01-02-2019;Second Place for ARCT level in Vancouver, Canada.Performed at Carnegie Hall in New York
max-cui-9889641b7;4;08;American Mathematics Competition;01-01-2019;null
mario-villeneuve-27a4b914;1;00-09-00-09-00-09-00-09;-;01-01-1992;null
mario-villeneuve-27a4b914;2;00-09-00-09-00-09;-;01-01-1992;null
mario-villeneuve-27a4b914;3;00-09-00-09;Soci\u00e9t\u00e9 des Sept Gardiens;01-01-1991;La Soci\u00e9t\u00e9 des Sept Gardiens est l'organisme responsable de la c\u00e9r\u00e9monie du jonc des ing\u00e9nieurs.
mario-villeneuve-27a4b914;4;00-09-00-09-00-09-00-09;-;01-01-1991;null
mario-villeneuve-27a4b914;5;00-09-00-09;-;01-01-1990;null
mario-villeneuve-27a4b914;6;00-09-00-09-00-09-00-09;-;01-01-1990;null
mario-villeneuve-27a4b914;7;;-;01-01-1985;null
monahwater;1;;Black Designers of Canada;01-02-2021;The inaugural Black Designers of Canada's Award of Excellence celebrates the achievements and perseverance of Black Canadians in the design industry.
monahwater;2;;Mode D'Afrique Canada;01-04-2018;Grand prize winner of the Mode D'Afrique Canada designer competition based in Montreal, Canada.
monahwater;3;;University of Toronto (TYP);01-05-2009;High scholarly achievements in English studies.
stewartvanderheide;1;02;-;null;null
stewartvanderheide;2;06;-;null;null
stewartvanderheide;3;;-;null;null
stewartvanderheide;4;;-;null;null
stewartvanderheide;5;;-;null;null
farukh-ali;1;03;University of Guelph;01-01-2016;300$
farukh-ali;2;;Ontario;01-01-2016;15000$
farukh-ali;3;2016;44th-Quebec-Ontario Physical Organic Minisymposium (POMS);01-01-2016;null
farukh-ali;4;;Ontario;01-01-2015;9000$
farukh-ali;5;;24th CTAS Annual Workshop and Exhibition;01-01-2014;200$
farukh-ali;6;;CrystEngComm.;01-01-2014;null
farukh-ali;7;;University of Guelph;01-01-2014;3350$
farukh-ali;8;;University of Guelph;01-01-2014;500$
farukh-ali;9;2014;First Crystal Engineering and Emerging Materials Workshop of Ontario and Quebec (CEMWOQ);01-01-2014;null
farukh-ali;10;;University of Guelph;01-01-2013;3350$
farukh-ali;11;;University of Guelph;01-01-2012;3350$
farukh-ali;12;;Quaid-I Azam University Islamabad;01-01-2009;null
farukh-ali;13;;Higher Education Commission Islamabad;01-01-2008;120,000Rs
farukh-ali;14;;Higher Education Commission Islamabad;01-01-2008;40,000Rs
farukh-ali;15;;Quaid-i-Azam University Islamabad;01-01-2007;8000Rs
farukh-ali;16;;Quaid-i-Azam University Islamabad;01-01-2006;5000Rs
farukh-ali;17;;Quaid-i-Azam University Islamabad;01-01-2005;8000Rs
farukh-ali;18;;Government Islamia College Chiniot;01-01-2002;500Rs and a Book
farukh-ali;19;;Pakistan Boy Scout Association;01-01-1998;null
ruth-berkow;1;1983;McGill University;01-06-2015;null
ruth-berkow;2;;The Natural Sciences and Engineering Research Council of Canada;01-05-2015;null
